posting_id,company_name,company_sector,company_type,role_title,location,minimum_qualification,required_skills,positions_available,duration_months,stipend_amount,one_time_grant,work_mode,application_deadline,job_description,eligibility_criteria
143,BAJAJ FINANCE LIMITED,Banking & Financial Services,Private,Compliance Intern,Kanpur,Graduate,"['Compliance', 'Regulatory', 'Documentation']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Compliance Intern at BAJAJ FINANCE LIMITED located in Kanpur. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Compliance, Regulatory preferred."
144,BAJAJ FINANCE LIMITED,Banking & Financial Services,Private,Compliance Intern,Vadodara,Graduate,"['Compliance', 'Regulatory', 'Documentation']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Compliance Intern at BAJAJ FINANCE LIMITED located in Vadodara. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Compliance, Regulatory preferred."
145,BAJAJ FINANCE LIMITED,Banking & Financial Services,Private,Loan Processing Intern,Chennai,Graduate,"['Loan Processing', 'Documentation', 'Verification']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Loan Processing Intern at BAJAJ FINANCE LIMITED located in Chennai. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Loan Processing, Documentation preferred."
146,BAJAJ FINANCE LIMITED,Banking & Financial Services,Private,Loan Processing Intern,Coimbatore,Graduate,"['Loan Processing', 'Documentation', 'Verification']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Loan Processing Intern at BAJAJ FINANCE LIMITED located in Coimbatore. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Loan Processing, Documentation preferred."
147,BAJAJ FINANCE LIMITED,Banking & Financial Services,Private,Customer Service Intern,Pune,12th,"['Communication', 'Customer Service', 'Banking']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Customer Service Intern at BAJAJ FINANCE LIMITED located in Pune. Gain hands-on experience in Banking & Financial Services sector.,"Minimum 12th qualification required. Skills in Communication, Customer Service preferred."
148,BAJAJ FINANCE LIMITED,Banking & Financial Services,Private,Customer Service Intern,Nashik,12th,"['Communication', 'Customer Service', 'Banking']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Customer Service Intern at BAJAJ FINANCE LIMITED located in Nashik. Gain hands-on experience in Banking & Financial Services sector.,"Minimum 12th qualification required. Skills in Communication, Customer Service preferred."
149,MAHINDRA AND MAHINDRA LIMITED,Automotive,Private,Assembly Line Intern,Vijayawada,ITI,"['Assembly', 'Manufacturing', 'Quality']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Assembly Line Intern at MAHINDRA AND MAHINDRA LIMITED located in Vijayawada. Gain hands-on experience in Automotive sector.,"Minimum ITI qualification required. Skills in Assembly, Manufacturing preferred."
150,MAHINDRA AND MAHINDRA LIMITED,Automotive,Private,Marketing Intern,Rajkot,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at MAHINDRA AND MAHINDRA LIMITED located in Rajkot. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
151,MAHINDRA AND MAHINDRA LIMITED,Automotive,Private,Marketing Intern,Mumbai,Graduate,"['Marketing', 'Brand Management', 'Digital Marketing']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Marketing Intern at MAHINDRA AND MAHINDRA LIMITED located in Mumbai. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Marketing, Brand Management preferred."
152,MAHINDRA AND MAHINDRA LIMITED,Automotive,Private,Design Engineer Intern,Ludhiana,Graduate,"['CAD', 'Design', 'Automotive']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Design Engineer Intern at MAHINDRA AND MAHINDRA LIMITED located in Ludhiana. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in CAD, Design preferred."
153,MAHINDRA AND MAHINDRA LIMITED,Automotive,Private,Design Engineer Intern,Vasai-Virar,Graduate,"['CAD', 'Design', 'Automotive']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Design Engineer Intern at MAHINDRA AND MAHINDRA LIMITED located in Vasai-Virar. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in CAD, Design preferred."
154,MAHINDRA AND MAHINDRA LIMITED,Automotive,Private,Service Engineer Intern,Pune,Diploma,"['Service', 'Diagnostics', 'Repair']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Service Engineer Intern at MAHINDRA AND MAHINDRA LIMITED located in Pune. Gain hands-on experience in Automotive sector.,"Minimum Diploma qualification required. Skills in Service, Diagnostics preferred."
155,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,Plant Operations Intern,Vadodara,Diploma,"['Plant Operations', 'Process Control', 'Monitoring']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Plant Operations Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Vadodara. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Plant Operations, Process Control preferred."
156,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,Plant Operations Intern,Kanpur,Diploma,"['Plant Operations', 'Process Control', 'Monitoring']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Plant Operations Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Kanpur. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Plant Operations, Process Control preferred."
157,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,Plant Operations Intern,Faridabad,Diploma,"['Plant Operations', 'Process Control', 'Monitoring']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Plant Operations Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Faridabad. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Plant Operations, Process Control preferred."
158,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,Process Engineer Intern,Pimpri-Chinchwad,Graduate,"['Process Engineering', 'Optimization', 'Design']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Process Engineer Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Pimpri-Chinchwad. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Process Engineering, Optimization preferred."
159,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,Process Engineer Intern,Navi Mumbai,Graduate,"['Process Engineering', 'Optimization', 'Design']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Process Engineer Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Navi Mumbai. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Process Engineering, Optimization preferred."
160,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,R&D Intern,Varanasi,Graduate,"['Research', 'Development', 'Innovation']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in R&D Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Varanasi. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Research, Development preferred."
161,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,R&D Intern,Gwalior,Graduate,"['Research', 'Development', 'Innovation']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in R&D Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Gwalior. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Research, Development preferred."
162,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,Industrial Engineer Intern,Pimpri-Chinchwad,Graduate,"['Industrial Engineering', 'Process Improvement', 'Lean']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Industrial Engineer Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Pimpri-Chinchwad. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Industrial Engineering, Process Improvement preferred."
163,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,Industrial Engineer Intern,Howrah,Graduate,"['Industrial Engineering', 'Process Improvement', 'Lean']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Industrial Engineer Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Howrah. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Industrial Engineering, Process Improvement preferred."
164,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,Manufacturing & Industrial,Private,Industrial Engineer Intern,Indore,Graduate,"['Industrial Engineering', 'Process Improvement', 'Lean']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Industrial Engineer Intern at SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED located in Indore. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Industrial Engineering, Process Improvement preferred."
165,IBM INDIA PRIVATE LIMITED,IT & Software Development,Private,Web Developer Intern,Bhopal,Graduate,"['HTML', 'CSS', 'JavaScript']",13,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at IBM INDIA PRIVATE LIMITED located in Bhopal. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
166,IBM INDIA PRIVATE LIMITED,IT & Software Development,Private,Web Developer Intern,Surat,Graduate,"['HTML', 'CSS', 'JavaScript']",7,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at IBM INDIA PRIVATE LIMITED located in Surat. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
167,IBM INDIA PRIVATE LIMITED,IT & Software Development,Private,Quality Assurance Intern,Vijayawada,Graduate,"['Testing', 'Selenium', 'Manual Testing']",11,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Quality Assurance Intern at IBM INDIA PRIVATE LIMITED located in Vijayawada. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Testing, Selenium preferred."
168,IBM INDIA PRIVATE LIMITED,IT & Software Development,Private,Quality Assurance Intern,Howrah,Graduate,"['Testing', 'Selenium', 'Manual Testing']",6,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Quality Assurance Intern at IBM INDIA PRIVATE LIMITED located in Howrah. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Testing, Selenium preferred."
169,IBM INDIA PRIVATE LIMITED,IT & Software Development,Private,Mobile App Developer Intern,Nashik,Graduate,"['Android', 'iOS', 'React Native']",5,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Mobile App Developer Intern at IBM INDIA PRIVATE LIMITED located in Nashik. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Android, iOS preferred."
170,IBM INDIA PRIVATE LIMITED,IT & Software Development,Private,Mobile App Developer Intern,Coimbatore,Graduate,"['Android', 'iOS', 'React Native']",8,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Mobile App Developer Intern at IBM INDIA PRIVATE LIMITED located in Coimbatore. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Android, iOS preferred."
171,IBM INDIA PRIVATE LIMITED,IT & Software Development,Private,Data Analyst Intern,Agra,Graduate,"['Excel', 'SQL', 'Python']",6,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at IBM INDIA PRIVATE LIMITED located in Agra. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
172,IBM INDIA PRIVATE LIMITED,IT & Software Development,Private,Data Analyst Intern,Dhanbad,Graduate,"['Excel', 'SQL', 'Python']",4,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at IBM INDIA PRIVATE LIMITED located in Dhanbad. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
173,JUBILANT FOODWORKS LIMITED,FMCG,Private,Brand Management Intern,Kanpur,Graduate,"['Brand Management', 'Marketing', 'Strategy']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at JUBILANT FOODWORKS LIMITED located in Kanpur. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
174,JUBILANT FOODWORKS LIMITED,FMCG,Private,Brand Management Intern,Allahabad,Graduate,"['Brand Management', 'Marketing', 'Strategy']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at JUBILANT FOODWORKS LIMITED located in Allahabad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
175,JUBILANT FOODWORKS LIMITED,FMCG,Private,Brand Management Intern,Dhanbad,Graduate,"['Brand Management', 'Marketing', 'Strategy']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at JUBILANT FOODWORKS LIMITED located in Dhanbad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
176,JUBILANT FOODWORKS LIMITED,FMCG,Private,Trade Marketing Intern,Pimpri-Chinchwad,Graduate,"['Trade Marketing', 'Channel Management', 'Retail']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Trade Marketing Intern at JUBILANT FOODWORKS LIMITED located in Pimpri-Chinchwad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Trade Marketing, Channel Management preferred."
177,JUBILANT FOODWORKS LIMITED,FMCG,Private,Trade Marketing Intern,Kolkata,Graduate,"['Trade Marketing', 'Channel Management', 'Retail']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Trade Marketing Intern at JUBILANT FOODWORKS LIMITED located in Kolkata. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Trade Marketing, Channel Management preferred."
178,JUBILANT FOODWORKS LIMITED,FMCG,Private,Trade Marketing Intern,Guwahati,Graduate,"['Trade Marketing', 'Channel Management', 'Retail']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Trade Marketing Intern at JUBILANT FOODWORKS LIMITED located in Guwahati. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Trade Marketing, Channel Management preferred."
179,JUBILANT FOODWORKS LIMITED,FMCG,Private,Product Development Intern,Madurai,Graduate,"['Product Development', 'Innovation', 'Research']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Product Development Intern at JUBILANT FOODWORKS LIMITED located in Madurai. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Product Development, Innovation preferred."
180,JUBILANT FOODWORKS LIMITED,FMCG,Private,Product Development Intern,Nashik,Graduate,"['Product Development', 'Innovation', 'Research']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Product Development Intern at JUBILANT FOODWORKS LIMITED located in Nashik. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Product Development, Innovation preferred."
181,JUBILANT FOODWORKS LIMITED,FMCG,Private,Operations Intern,Chandigarh,Graduate,"['Operations', 'Process Improvement', 'Efficiency']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at JUBILANT FOODWORKS LIMITED located in Chandigarh. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Operations, Process Improvement preferred."
182,JUBILANT FOODWORKS LIMITED,FMCG,Private,Operations Intern,Jabalpur,Graduate,"['Operations', 'Process Improvement', 'Efficiency']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at JUBILANT FOODWORKS LIMITED located in Jabalpur. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Operations, Process Improvement preferred."
183,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,IT & Software Development,Private,UI/UX Designer Intern,Vasai-Virar,Graduate,"['Design', 'Figma', 'Adobe']",7,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in UI/UX Designer Intern at GOOGLE IT SERVICES INDIA PRIVATE LIMITED located in Vasai-Virar. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Design, Figma preferred."
184,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,IT & Software Development,Private,DevOps Intern,Varanasi,Graduate,"['Docker', 'Kubernetes', 'AWS']",3,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in DevOps Intern at GOOGLE IT SERVICES INDIA PRIVATE LIMITED located in Varanasi. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Docker, Kubernetes preferred."
185,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,IT & Software Development,Private,DevOps Intern,Vadodara,Graduate,"['Docker', 'Kubernetes', 'AWS']",13,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in DevOps Intern at GOOGLE IT SERVICES INDIA PRIVATE LIMITED located in Vadodara. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Docker, Kubernetes preferred."
186,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,IT & Software Development,Private,Data Analyst Intern,Mumbai,Graduate,"['Excel', 'SQL', 'Python']",7,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at GOOGLE IT SERVICES INDIA PRIVATE LIMITED located in Mumbai. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
187,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,IT & Software Development,Private,Data Analyst Intern,Kota,Graduate,"['Excel', 'SQL', 'Python']",11,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at GOOGLE IT SERVICES INDIA PRIVATE LIMITED located in Kota. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
188,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,IT & Software Development,Private,Data Analyst Intern,Hyderabad,Graduate,"['Excel', 'SQL', 'Python']",13,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Data Analyst Intern at GOOGLE IT SERVICES INDIA PRIVATE LIMITED located in Hyderabad. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Excel, SQL preferred."
189,GOOGLE IT SERVICES INDIA PRIVATE LIMITED,IT & Software Development,Private,Mobile App Developer Intern,Amritsar,Graduate,"['Android', 'iOS', 'React Native']",11,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Mobile App Developer Intern at GOOGLE IT SERVICES INDIA PRIVATE LIMITED located in Amritsar. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Android, iOS preferred."
190,APPLE INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Warehouse Operations Intern,Rajkot,12th,"['Warehouse', 'Inventory', 'Logistics']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Warehouse Operations Intern at APPLE INDIA PRIVATE LIMITED located in Rajkot. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum 12th qualification required. Skills in Warehouse, Inventory preferred."
191,APPLE INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,R&D Intern,Vasai-Virar,Graduate,"['Research', 'Development', 'Innovation']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in R&D Intern at APPLE INDIA PRIVATE LIMITED located in Vasai-Virar. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Research, Development preferred."
192,APPLE INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,R&D Intern,Chandigarh,Graduate,"['Research', 'Development', 'Innovation']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in R&D Intern at APPLE INDIA PRIVATE LIMITED located in Chandigarh. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Research, Development preferred."
193,APPLE INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,R&D Intern,Nashik,Graduate,"['Research', 'Development', 'Innovation']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in R&D Intern at APPLE INDIA PRIVATE LIMITED located in Nashik. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Research, Development preferred."
194,APPLE INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Supply Chain Intern,Jabalpur,Graduate,"['Supply Chain', 'Procurement', 'Logistics']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at APPLE INDIA PRIVATE LIMITED located in Jabalpur. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Procurement preferred."
195,APPLE INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Supply Chain Intern,Surat,Graduate,"['Supply Chain', 'Procurement', 'Logistics']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at APPLE INDIA PRIVATE LIMITED located in Surat. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Procurement preferred."
196,APPLE INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Supply Chain Intern,Patna,Graduate,"['Supply Chain', 'Procurement', 'Logistics']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at APPLE INDIA PRIVATE LIMITED located in Patna. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Procurement preferred."
197,APPLE INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Maintenance Intern,Thane,ITI,"['Maintenance', 'Mechanical', 'Electrical']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Maintenance Intern at APPLE INDIA PRIVATE LIMITED located in Thane. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum ITI qualification required. Skills in Maintenance, Mechanical preferred."
198,APPLE INDIA PRIVATE LIMITED,Manufacturing & Industrial,Private,Maintenance Intern,Indore,ITI,"['Maintenance', 'Mechanical', 'Electrical']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Maintenance Intern at APPLE INDIA PRIVATE LIMITED located in Indore. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum ITI qualification required. Skills in Maintenance, Mechanical preferred."
199,ORACLE INDIA PRIVATE LIMITED,IT & Software Development,Private,Technical Support Intern,Allahabad,12th,"['Communication', 'Problem Solving', 'IT Support']",9,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Technical Support Intern at ORACLE INDIA PRIVATE LIMITED located in Allahabad. Gain hands-on experience in IT & Software Development sector.,"Minimum 12th qualification required. Skills in Communication, Problem Solving preferred."
200,ORACLE INDIA PRIVATE LIMITED,IT & Software Development,Private,Technical Support Intern,Gwalior,12th,"['Communication', 'Problem Solving', 'IT Support']",3,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Technical Support Intern at ORACLE INDIA PRIVATE LIMITED located in Gwalior. Gain hands-on experience in IT & Software Development sector.,"Minimum 12th qualification required. Skills in Communication, Problem Solving preferred."
201,ORACLE INDIA PRIVATE LIMITED,IT & Software Development,Private,Technical Support Intern,Mumbai,12th,"['Communication', 'Problem Solving', 'IT Support']",4,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Technical Support Intern at ORACLE INDIA PRIVATE LIMITED located in Mumbai. Gain hands-on experience in IT & Software Development sector.,"Minimum 12th qualification required. Skills in Communication, Problem Solving preferred."
202,ORACLE INDIA PRIVATE LIMITED,IT & Software Development,Private,UI/UX Designer Intern,Bhopal,Graduate,"['Design', 'Figma', 'Adobe']",5,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in UI/UX Designer Intern at ORACLE INDIA PRIVATE LIMITED located in Bhopal. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Design, Figma preferred."
203,ORACLE INDIA PRIVATE LIMITED,IT & Software Development,Private,UI/UX Designer Intern,Ludhiana,Graduate,"['Design', 'Figma', 'Adobe']",6,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in UI/UX Designer Intern at ORACLE INDIA PRIVATE LIMITED located in Ludhiana. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Design, Figma preferred."
204,ORACLE INDIA PRIVATE LIMITED,IT & Software Development,Private,UI/UX Designer Intern,Gwalior,Graduate,"['Design', 'Figma', 'Adobe']",6,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in UI/UX Designer Intern at ORACLE INDIA PRIVATE LIMITED located in Gwalior. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Design, Figma preferred."
205,ORACLE INDIA PRIVATE LIMITED,IT & Software Development,Private,Web Developer Intern,Ahmedabad,Graduate,"['HTML', 'CSS', 'JavaScript']",3,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at ORACLE INDIA PRIVATE LIMITED located in Ahmedabad. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
206,ORACLE INDIA PRIVATE LIMITED,IT & Software Development,Private,Web Developer Intern,Vasai-Virar,Graduate,"['HTML', 'CSS', 'JavaScript']",12,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at ORACLE INDIA PRIVATE LIMITED located in Vasai-Virar. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
207,ORACLE INDIA PRIVATE LIMITED,IT & Software Development,Private,DevOps Intern,Kalyan-Dombivali,Graduate,"['Docker', 'Kubernetes', 'AWS']",8,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in DevOps Intern at ORACLE INDIA PRIVATE LIMITED located in Kalyan-Dombivali. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Docker, Kubernetes preferred."
208,BAJAJ AUTO LIMITED,Automotive,Private,Quality Engineer Intern,Kolkata,Graduate,"['Quality Control', 'Six Sigma', 'Testing']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Engineer Intern at BAJAJ AUTO LIMITED located in Kolkata. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Quality Control, Six Sigma preferred."
209,BAJAJ AUTO LIMITED,Automotive,Private,Service Engineer Intern,Thane,Diploma,"['Service', 'Diagnostics', 'Repair']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Service Engineer Intern at BAJAJ AUTO LIMITED located in Thane. Gain hands-on experience in Automotive sector.,"Minimum Diploma qualification required. Skills in Service, Diagnostics preferred."
210,BAJAJ AUTO LIMITED,Automotive,Private,Service Engineer Intern,Mumbai,Diploma,"['Service', 'Diagnostics', 'Repair']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Service Engineer Intern at BAJAJ AUTO LIMITED located in Mumbai. Gain hands-on experience in Automotive sector.,"Minimum Diploma qualification required. Skills in Service, Diagnostics preferred."
211,BAJAJ AUTO LIMITED,Automotive,Private,Production Engineer Intern,Aurangabad,Graduate,"['Production', 'Manufacturing', 'Lean']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at BAJAJ AUTO LIMITED located in Aurangabad. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
